screen_id,captured_at_utc,screenshot,ui_xml,activity_dump,recording,navigation_path,required_starting_state,classification,notes
090_display_safe_margin_indent_maximum,2026-08-15T01:05:00.6620254Z,evidence/screenshots/090_display_safe_margin_indent_maximum.png,evidence/ui-xml/090_display_safe_margin_indent_maximum.xml,evidence/activity/090_display_safe_margin_indent_maximum_activity-top.txt,,Settings > Display > Safe margin indent,Safe margin indent temporarily moved from 5% to maximum 20%; restored after capture,CONFIRMED,Safe-margin indent temporarily set to 20%; restored to 5%
091_overlays_list,2026-08-15T01:05:46.2486847Z,evidence/screenshots/091_overlays_list.png,evidence/ui-xml/091_overlays_list.xml,evidence/activity/091_overlays_list_activity-top.txt,,Settings > Overlays,Overlay settings persisted/default state,CONFIRMED,
092_text_picture_overlays_empty,2026-08-15T01:06:05.8954817Z,evidence/screenshots/092_text_picture_overlays_empty.png,evidence/ui-xml/092_text_picture_overlays_empty.xml,evidence/activity/092_text_picture_overlays_empty_activity-top.txt,,Settings > Overlays > Text/Picture Overlays,Text/picture overlay list; no user overlay records present,CONFIRMED,
093_text_picture_overlay_layers,2026-08-15T01:06:31.2957971Z,evidence/screenshots/093_text_picture_overlay_layers.png,evidence/ui-xml/093_text_picture_overlay_layers.xml,evidence/activity/093_text_picture_overlay_layers_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > scroll,Text/picture overlay layer list; no records modified,CONFIRMED,
094_overlay_timestamp_editor,2026-08-15T01:07:23.9374583Z,evidence/screenshots/094_overlay_timestamp_editor.png,evidence/ui-xml/094_overlay_timestamp_editor.xml,evidence/activity/094_overlay_timestamp_editor_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > Timestamp checkbox,Built-in Timestamp layer temporarily enabled; restored after preview capture,CONFIRMED,Timestamp checkbox enabled in list; no editor shown; restored off
095_streamer_home_timestamp_overlay,2026-08-15T01:07:42.7121990Z,evidence/screenshots/095_streamer_home_timestamp_overlay.png,evidence/ui-xml/095_streamer_home_timestamp_overlay.xml,evidence/activity/095_streamer_home_timestamp_overlay_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > Timestamp; return to streamer,Built-in Timestamp layer temporarily enabled; restored after capture,CONFIRMED,Built-in Timestamp layer active; restored off
096_overlay_new_layer_type_menu,2026-08-15T01:09:38.9664369Z,evidence/screenshots/096_overlay_new_layer_type_menu.png,evidence/ui-xml/096_overlay_new_layer_type_menu.xml,evidence/activity/096_overlay_new_layer_type_menu_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > New layer,New text/picture overlay flow; no record saved,CONFIRMED,New Picture layer default form; draft discarded
097_overlay_layer_type_menu,2026-08-15T01:10:07.4553513Z,evidence/screenshots/097_overlay_layer_type_menu.png,evidence/ui-xml/097_overlay_layer_type_menu.xml,evidence/activity/097_overlay_layer_type_menu_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > New layer > Type,New layer form; default Picture; no record saved,CONFIRMED,
098_overlay_new_text_layer_form,2026-08-15T01:10:58.1514877Z,evidence/screenshots/098_overlay_new_text_layer_form.png,evidence/ui-xml/098_overlay_new_text_layer_form.xml,evidence/activity/098_overlay_new_text_layer_form_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > New layer > Text,New Text layer draft; no record saved,CONFIRMED,
099_overlay_new_text_layer_form_lower,2026-08-15T01:11:19.4166073Z,evidence/screenshots/099_overlay_new_text_layer_form_lower.png,evidence/ui-xml/099_overlay_new_text_layer_form_lower.xml,evidence/activity/099_overlay_new_text_layer_form_lower_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > New layer > Text > scroll,New Text layer draft; no record saved,CONFIRMED,
100_overlay_new_text_layer_form_actions,2026-08-15T01:11:49.6019080Z,evidence/screenshots/100_overlay_new_text_layer_form_actions.png,evidence/ui-xml/100_overlay_new_text_layer_form_actions.xml,evidence/activity/100_overlay_new_text_layer_form_actions_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > New layer > Text > bottom,New Text layer draft; Cancel and Save actions visible; no record saved,CONFIRMED,
101_overlay_blank_save_validation,2026-08-15T01:12:06.8898705Z,evidence/screenshots/101_overlay_blank_save_validation.png,evidence/ui-xml/101_overlay_blank_save_validation.xml,evidence/activity/101_overlay_blank_save_validation_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > New layer > Save,Blank Text layer draft; validation attempted; no record saved,CONFIRMED,Blank HTML Save validation toast; draft discarded
102_overlay_manage_layers,2026-08-15T01:12:38.3890585Z,evidence/screenshots/102_overlay_manage_layers.png,evidence/ui-xml/102_overlay_manage_layers.xml,evidence/activity/102_overlay_manage_layers_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > Manage layers,Manage text/picture layers; only built-in Timestamp present; no record changed,CONFIRMED,
103_overlay_timestamp_edit_form,2026-08-15T01:12:57.3017656Z,evidence/screenshots/103_overlay_timestamp_edit_form.png,evidence/ui-xml/103_overlay_timestamp_edit_form.xml,evidence/activity/103_overlay_timestamp_edit_form_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > Manage layers > Timestamp,Built-in Timestamp edit form; no changes submitted,CONFIRMED,
104_overlay_timestamp_refresh_controls,2026-08-15T01:13:18.8992685Z,evidence/screenshots/104_overlay_timestamp_refresh_controls.png,evidence/ui-xml/104_overlay_timestamp_refresh_controls.xml,evidence/activity/104_overlay_timestamp_refresh_controls_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > Manage layers > Timestamp > scroll,Built-in Timestamp edit form; no changes submitted,CONFIRMED,
105_overlay_standby_selector,2026-08-15T01:13:56.8957179Z,evidence/screenshots/105_overlay_standby_selector.png,evidence/ui-xml/105_overlay_standby_selector.xml,evidence/activity/105_overlay_standby_selector_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > Standby overlays,Standby overlay multi-select; no changes submitted,CONFIRMED,
106_overlay_pause_selector,2026-08-15T01:14:16.9020228Z,evidence/screenshots/106_overlay_pause_selector.png,evidence/ui-xml/106_overlay_pause_selector.xml,evidence/activity/106_overlay_pause_selector_activity-top.txt,,Settings > Overlays > Text/Picture Overlays > Pause overlays,Pause overlay multi-select; no changes submitted,CONFIRMED,
107_web_overlays_settings,2026-08-15T01:14:50.1556944Z,evidence/screenshots/107_web_overlays_settings.png,evidence/ui-xml/107_web_overlays_settings.xml,evidence/activity/107_web_overlays_settings_activity-top.txt,,Settings > Overlays > Web Overlays,Web overlay settings persisted/default state,CONFIRMED,
108_web_overlay_new_form,2026-08-15T01:15:09.1998259Z,evidence/screenshots/108_web_overlay_new_form.png,evidence/ui-xml/108_web_overlay_new_form.xml,evidence/activity/108_web_overlay_new_form_activity-top.txt,,Settings > Overlays > Web Overlays > New web overlay,New web overlay draft; no record saved,CONFIRMED,
109_web_overlay_new_form_lower,2026-08-15T01:15:32.0720560Z,evidence/screenshots/109_web_overlay_new_form_lower.png,evidence/ui-xml/109_web_overlay_new_form_lower.xml,evidence/activity/109_web_overlay_new_form_lower_activity-top.txt,,Settings > Overlays > Web Overlays > New web overlay > scroll,New web overlay draft; no record saved,CONFIRMED,"Lower form with position, z-order, and width"
110_web_overlay_webview_options,2026-08-15T01:15:52.9346833Z,evidence/screenshots/110_web_overlay_webview_options.png,evidence/ui-xml/110_web_overlay_webview_options.xml,evidence/activity/110_web_overlay_webview_options_activity-top.txt,,Settings > Overlays > Web Overlays > New web overlay > WebView options,New web overlay draft; no record saved,CONFIRMED,"Bottom form with height, scale, Cancel, and Save; draft discarded"
111_web_overlay_view_mode_menu,2026-08-15T01:16:24.4839799Z,evidence/screenshots/111_web_overlay_view_mode_menu.png,evidence/ui-xml/111_web_overlay_view_mode_menu.xml,evidence/activity/111_web_overlay_view_mode_menu_activity-top.txt,,Settings > Overlays > Web Overlays > New web overlay > View mode,New web overlay draft; current Preview + stream; no record saved,CONFIRMED,
112_web_overlay_position_menu,2026-08-15T01:16:47.0316636Z,evidence/screenshots/112_web_overlay_position_menu.png,evidence/ui-xml/112_web_overlay_position_menu.xml,evidence/activity/112_web_overlay_position_menu_activity-top.txt,,Settings > Overlays > Web Overlays > New web overlay > Position,New web overlay draft; current Center; no record saved,CONFIRMED,
113_web_overlay_custom_position_fields,2026-08-15T01:17:39.0874111Z,evidence/screenshots/113_web_overlay_custom_position_fields.png,evidence/ui-xml/113_web_overlay_custom_position_fields.xml,evidence/activity/113_web_overlay_custom_position_fields_activity-top.txt,,Settings > Overlays > Web Overlays > New web overlay > Position > Custom,New web overlay draft; custom position selected only in unsaved draft,CONFIRMED,Custom position selected in unsaved draft
114_web_overlay_custom_position_coordinates,2026-08-15T01:18:00.4618957Z,evidence/screenshots/114_web_overlay_custom_position_coordinates.png,evidence/ui-xml/114_web_overlay_custom_position_coordinates.xml,evidence/activity/114_web_overlay_custom_position_coordinates_activity-top.txt,,Settings > Overlays > Web Overlays > New web overlay > Position > Custom > scroll,New web overlay draft; custom position coordinate controls; no record saved,CONFIRMED,Custom right/bottom coordinates inherited from prior bottom-right selection; draft discarded
115_web_overlay_manage_empty,2026-08-15T01:18:34.4451892Z,evidence/screenshots/115_web_overlay_manage_empty.png,evidence/ui-xml/115_web_overlay_manage_empty.xml,evidence/activity/115_web_overlay_manage_empty_activity-top.txt,,Settings > Overlays > Web Overlays > Manage web overlays,Manage web overlays; no user web overlays present,CONFIRMED,
116_import_export_settings,2026-08-15T01:19:05.6450676Z,evidence/screenshots/116_import_export_settings.png,evidence/ui-xml/116_import_export_settings.xml,evidence/activity/116_import_export_settings_activity-top.txt,,Settings > Import/Export Settings,Import/export controls; no import or export performed,CONFIRMED,
117_import_settings_file_picker,2026-08-15T01:19:30.6710745Z,evidence/screenshots/117_import_settings_file_picker.png,evidence/ui-xml/117_import_settings_file_picker.xml,evidence/activity/117_import_settings_file_picker_activity-top.txt,,Settings > Import/Export Settings > Import settings,Android file picker opened; no file selected or imported,CONFIRMED,"larix:// text-entry dialog; filename is a legacy capture label, not a file picker"
118_import_scan_qr_handoff,2026-08-15T01:20:18.1370633Z,evidence/screenshots/118_import_scan_qr_handoff.png,evidence/ui-xml/118_import_scan_qr_handoff.xml,evidence/activity/118_import_scan_qr_handoff_activity-top.txt,,Settings > Import/Export Settings > Scan QR code,QR scan handoff opened; no QR scanned or settings imported,CONFIRMED,Install Barcode Scanner prompt; declined
119_settings_root_lower,2026-08-15T01:22:20.5468894Z,evidence/screenshots/119_settings_root_lower.png,evidence/ui-xml/119_settings_root_lower.xml,evidence/activity/119_settings_root_lower_activity-top.txt,,Main > Settings > scroll,"Settings root, lower categories visible",CONFIRMED,
120_advanced_options,2026-08-15T01:22:24.6398937Z,evidence/screenshots/120_advanced_options.png,evidence/ui-xml/120_advanced_options.xml,evidence/activity/120_advanced_options_activity-top.txt,,Main > Settings > Advanced options,Advanced options default state,CONFIRMED,
121_advanced_options_mid,2026-08-15T01:22:57.6983336Z,evidence/screenshots/121_advanced_options_mid.png,evidence/ui-xml/121_advanced_options_mid.xml,evidence/activity/121_advanced_options_mid_activity-top.txt,,Main > Settings > Advanced options > scroll,"Advanced options defaults, middle section",CONFIRMED,
122_advanced_options_lower,2026-08-15T01:23:02.2518495Z,evidence/screenshots/122_advanced_options_lower.png,evidence/ui-xml/122_advanced_options_lower.xml,evidence/activity/122_advanced_options_lower_activity-top.txt,,Main > Settings > Advanced options > scroll lower,"Advanced options defaults, lower section",CONFIRMED,
123_advanced_options_bottom,2026-08-15T01:23:13.4710112Z,evidence/screenshots/123_advanced_options_bottom.png,evidence/ui-xml/123_advanced_options_bottom.xml,evidence/activity/123_advanced_options_bottom_activity-top.txt,,Main > Settings > Advanced options > scroll bottom,"Advanced options defaults, bottom section",CONFIRMED,
124_advanced_webviews,2026-08-15T01:23:43.1791069Z,evidence/screenshots/124_advanced_webviews.png,evidence/ui-xml/124_advanced_webviews.xml,evidence/activity/124_advanced_webviews_activity-top.txt,,Main > Settings > Advanced options > scroll near bottom,"Advanced options defaults, WebViews section",CONFIRMED,
125_advanced_bottommost,2026-08-15T01:23:47.8094146Z,evidence/screenshots/125_advanced_bottommost.png,evidence/ui-xml/125_advanced_bottommost.xml,evidence/activity/125_advanced_bottommost_activity-top.txt,,Main > Settings > Advanced options > scroll bottommost,"Advanced options defaults, bottommost section",CONFIRMED,
126_preferred_camera_api_dialog,2026-08-15T01:24:27.2045185Z,evidence/screenshots/126_preferred_camera_api_dialog.png,evidence/ui-xml/126_preferred_camera_api_dialog.xml,evidence/activity/126_preferred_camera_api_dialog_activity-top.txt,,Main > Settings > Advanced options > Preferred camera API,Preferred camera API selection dialog,CONFIRMED,Preferred camera API row is disabled on this device; no dialog opened
127_volume_keys_dialog,2026-08-15T01:24:59.5910001Z,evidence/screenshots/127_volume_keys_dialog.png,evidence/ui-xml/127_volume_keys_dialog.xml,evidence/activity/127_volume_keys_dialog_activity-top.txt,,Main > Settings > Advanced options > Volume keys,"Volume key action selection dialog, current default unchanged",CONFIRMED,
128_help_support,2026-08-15T01:25:37.4830559Z,evidence/screenshots/128_help_support.png,evidence/ui-xml/128_help_support.xml,evidence/activity/128_help_support_activity-top.txt,,Main > Settings > Help & support,Help & support root; no external actions invoked,CONFIRMED,
129_about_irl_pro,2026-08-15T01:25:41.5776101Z,evidence/screenshots/129_about_irl_pro.png,evidence/ui-xml/129_about_irl_pro.xml,evidence/activity/129_about_irl_pro_activity-top.txt,,Main > Settings > Help & support > About IRL Pro,About dialog,CONFIRMED,
130_live_console_overflow,2026-08-15T01:26:19.1363470Z,evidence/screenshots/130_live_console_overflow.png,evidence/ui-xml/130_live_console_overflow.xml,evidence/activity/130_live_console_overflow_activity-top.txt,,Main > overflow menu,"Idle live console, no configured connection",CONFIRMED,"Camera tab, upper controls"
131_live_console_camera_lower,2026-08-15T01:26:35.7551978Z,evidence/screenshots/131_live_console_camera_lower.png,evidence/ui-xml/131_live_console_camera_lower.xml,evidence/activity/131_live_console_camera_lower_activity-top.txt,,Main > overflow > Camera > scroll,"Idle live console camera controls, rear 73 degree camera, defaults",CONFIRMED,"Camera tab, lower controls"
132_live_console_network,2026-08-15T01:26:52.2873812Z,evidence/screenshots/132_live_console_network.png,evidence/ui-xml/132_live_console_network.xml,evidence/activity/132_live_console_network_activity-top.txt,,Main > overflow > Network,"Idle live console, network tab",CONFIRMED,"Network tab, bitrate controls"
133_live_console_network_lower,2026-08-15T01:27:04.2724175Z,evidence/screenshots/133_live_console_network_lower.png,evidence/ui-xml/133_live_console_network_lower.xml,evidence/activity/133_live_console_network_lower_activity-top.txt,,Main > overflow > Network > scroll,"Idle live console, network controls defaults",CONFIRMED,"Network tab, bonding controls"
134_live_console_network_stats,2026-08-15T01:27:16.4470405Z,evidence/screenshots/134_live_console_network_stats.png,evidence/ui-xml/134_live_console_network_stats.xml,evidence/activity/134_live_console_network_stats_activity-top.txt,,Main > overflow > Network > scroll bottom,"Idle live console, no active stream; network stats at rest",CONFIRMED,Network tab at bottom; idle Stats section
135_live_console_display,2026-08-15T01:27:32.5424741Z,evidence/screenshots/135_live_console_display.png,evidence/ui-xml/135_live_console_display.xml,evidence/activity/135_live_console_display_activity-top.txt,,Main > overflow > Display,"Idle live console, display tab; defaults restored",CONFIRMED,Display tab
136_live_console_overlays,2026-08-15T01:27:47.5926709Z,evidence/screenshots/136_live_console_overlays.png,evidence/ui-xml/136_live_console_overlays.xml,evidence/activity/136_live_console_overlays_activity-top.txt,,Main > overflow > Overlays,Idle live console; Timestamp and all custom layers inactive,CONFIRMED,Overlays tab; Timestamp inactive
137_live_console_audio,2026-08-15T01:27:59.0170290Z,evidence/screenshots/137_live_console_audio.png,evidence/ui-xml/137_live_console_audio.xml,evidence/activity/137_live_console_audio_activity-top.txt,,Main > overflow > Audio,Idle live console; audio capture active; microphone unmuted,CONFIRMED,Audio tab; input gain 0 dB
138_live_console_log,2026-08-15T01:28:11.1640694Z,evidence/screenshots/138_live_console_log.png,evidence/ui-xml/138_live_console_log.xml,evidence/activity/138_live_console_log_activity-top.txt,,Main > overflow > Log,Idle live console; no stream attempt in this session,CONFIRMED,Log tab; idle capture pipeline diagnostics
139_live_console_microphone_muted,2026-08-15T01:28:46.4038234Z,evidence/screenshots/139_live_console_microphone_muted.png,evidence/ui-xml/139_live_console_microphone_muted.xml,evidence/activity/139_live_console_microphone_muted_activity-top.txt,,Main > microphone toggle,Idle live console; microphone toggled from unmuted to muted,CONFIRMED,Microphone muted; restored unmuted
140_live_console_front_camera,2026-08-15T01:29:07.0548835Z,evidence/screenshots/140_live_console_front_camera.png,evidence/ui-xml/140_live_console_front_camera.xml,evidence/activity/140_live_console_front_camera_activity-top.txt,,Main > flip camera,Idle live console; switched from rear camera to front camera,CONFIRMED,67° front camera selected; restored to 73° rear
141_live_console_rear_ultrawide,2026-08-15T01:29:26.9289336Z,evidence/screenshots/141_live_console_rear_ultrawide.png,evidence/ui-xml/141_live_console_rear_ultrawide.xml,evidence/activity/141_live_console_rear_ultrawide_activity-top.txt,,Main > rear lens 103 degrees,Idle live console; switched from 73-degree rear camera to 103-degree rear camera,CONFIRMED,103° rear camera selected; restored to 73° rear
142_start_without_connection,2026-08-15T01:29:42.4082917Z,evidence/screenshots/142_start_without_connection.png,evidence/ui-xml/142_start_without_connection.xml,evidence/activity/142_start_without_connection_activity-top.txt,,Main > Start broadcast,Idle live console; no outgoing connection configured,CONFIRMED,No active connections validation
143_live_console_refresh,2026-08-15T01:29:59.0441615Z,evidence/screenshots/143_live_console_refresh.png,evidence/ui-xml/143_live_console_refresh.xml,evidence/activity/143_live_console_refresh_activity-top.txt,,Main > refresh control,Idle live console; refresh/reload control activated once,CONFIRMED,Reload-chat-and-web-overlays toast
144_cold_launch_loaded,2026-08-15T01:31:06.7081770Z,evidence/screenshots/144_cold_launch_loaded.png,evidence/ui-xml/144_cold_launch_loaded.xml,evidence/activity/144_cold_launch_loaded_activity-top.txt,evidence/recordings/flow_002_cold_launch_actual.mp4,Force-stop > launch activity,App force-stopped without clearing data; settings preserved,CONFIRMED,True COLD launch: TotalTime 330 ms; recording trimmed to remove the personal launcher surface.
145_background_resume_loaded,2026-08-15T01:31:11.9746051Z,evidence/screenshots/145_background_resume_loaded.png,evidence/ui-xml/145_background_resume_loaded.xml,evidence/activity/145_background_resume_loaded_activity-top.txt,,Main > Home/background > relaunch,App warm in background; no active stream,CONFIRMED,Settled state after Home/background and hot resume
